Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TA,TravelCenters of America Inc. ,16.52,$134.44M,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/ta
TANNI,TravelCenters of America Inc. ,25.8439,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tanni
TANNL,TravelCenters of America Inc. ,25.537,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tannl
TANNZ,TravelCenters of America Inc. ,25.6,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tannz
TZOO,Travelzoo,10.44,$121.93M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/tzoo
TRMT,Tremont Mortgage Trust,5.94,$48.95M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trmt
TRVN,"Trevena, Inc.",0.772,$71.48M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvn
TRVI,"Trevi Therapeutics, Inc.",5.5,$98.09M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvi
TPCO,Tribune Publishing Company,12.5,$450.29M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/tpco
TCDA,"Tricida, Inc.",36.36,$1.81B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tcda
TCBK,TriCo Bancshares,37.68,$1.15B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbk
TDAC,Trident Acquisitions Corp.,10.67,$280.69M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdac
TDACU,Trident Acquisitions Corp.,10.6,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdacu
TDACW,Trident Acquisitions Corp.,0.1,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdacw
TRIL,Trillium Therapeutics Inc.,3.62,$250.93M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tril
TRS,TriMas Corporation,28.73,$1.29B,2007,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/trs
TRMB,Trimble Inc.,44.9,$11.19B,1990,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trmb
TRIB,Trinity Biotech plc,0.9996,$20.89M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/trib
TCOM,Trip.com Group Limited,33.69,$19.82B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tcom
TRIP,"TripAdvisor, Inc.",29.64,$4.13B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/trip
TSC,"TriState Capital Holdings, Inc.",22.87,$732.62M,2013,Finance,Major Banks,https://old.nasdaq.com/symbol/tsc
TSCAP,"TriState Capital Holdings, Inc.",26.9,$788.86M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tscap
TSCBP,"TriState Capital Holdings, Inc.",26.9957,$75.59M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tscbp
TBK,"Triumph Bancorp, Inc.",42,$1.03B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/tbk
TRVG,trivago N.V.,2.52,$888.31M,2016,Technology,EDP Services,https://old.nasdaq.com/symbol/trvg
TROV,"TrovaGene, Inc.",1.94,$15.02M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/trov
TRUE,"TrueCar, Inc.",3.7,$394.41M,2014,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/true
TRUP,"Trupanion, Inc.",36.27,$1.27B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/trup
TRST,TrustCo Bank Corp NY,7.97,$772.47M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/trst
TRMK,Trustmark Corporation,32.49,$2.09B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/trmk
MEDS,"Trxade Group, Inc.",6.5,$253.41M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/meds
TSRI,"TSR, Inc.",4.0986,$8.04M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/tsri
TTEC,"TTEC Holdings, Inc.",43.71,$2.03B,1996,Technology,Professional Services,https://old.nasdaq.com/symbol/ttec
TTMI,"TTM Technologies, Inc.",13.88,$1.46B,2000,Technology,Electrical Products,https://old.nasdaq.com/symbol/ttmi
TC,TuanChe Limited,1.56,$112.82M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tc
TCX,Tucows Inc.,57.06,$605.84M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/tcx
TUES,Tuesday Morning Corp.,1.51,$72.52M,1999,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tues
TOUR,Tuniu Corporation,1.85,$227.6M,2014,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/tour
TPTX,"Turning Point Therapeutics, Inc.",62.17,$2.23B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tptx
HEAR,Turtle Beach Corporation,7.18,$104.23M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/hear
THCB,Tuscan Holdings Corp.,10.05,$356.64M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcb
THCBU,Tuscan Holdings Corp.,10.35,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcbu
THCBW,Tuscan Holdings Corp.,0.45,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcbw
THCA,Tuscan Holdings Corp. II,9.97,$219.22M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thca
THCAU,Tuscan Holdings Corp. II,10.12,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcau
THCAW,Tuscan Holdings Corp. II,0.49,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcaw
TWIN,"Twin Disc, Incorporated",10.53,$141.17M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/twin
TWST,Twist Bioscience Corporation,30.23,$1.07B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/twst
TYME,"Tyme Technologies, Inc.",1.25,$153.55M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tyme
USCR,"U S Concrete, Inc.",39.43,$658.42M,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/uscr
PRTS,"U.S. Auto Parts Network, Inc.",2.64,$94.93M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/prts
USEG,U.S. Energy Corp.,4.6679,$6.26M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/useg
GROW,"U.S. Global Investors, Inc.",1.28,$19.37M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/grow
USAU,U.S. Gold Corp.,0.7666,$18.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usau
USWS,"U.S. Well Services, Inc.",1.35,$92.29M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/usws
USWSW,"U.S. Well Services, Inc.",0.13,n/a,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/uswsw
UFPT,"UFP Technologies, Inc.",50.17,$373.12M,1993,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ufpt
ULTA,"Ulta Beauty, Inc.",297.09,$16.98B,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ulta
UCTT,"Ultra Clean Holdings, Inc.",26.2,$1.04B,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/uctt
RARE,Ultragenyx Pharmaceutical Inc.,62.9,$3.63B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rare
ULBI,Ultralife Corporation,7.38,$117.13M,1992,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ulbi
UMBF,UMB Financial Corporation,68.64,$3.37B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/umbf
UMPQ,Umpqua Holdings Corporation,17.96,$3.96B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/umpq
UNAM,Unico American Corporation,6.38,$33.86M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/unam
LATN,Union Acquisition Corp. II,9.95,$248.75M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/latn
LATNU,Union Acquisition Corp. II,10.3,$180.25M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/latnu
LATNW,Union Acquisition Corp. II,0.44,$11.55M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/latnw
UNB,"Union Bankshares, Inc.",33.2,$148.37M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/unb
QURE,uniQure N.V.,63.22,$2.76B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/qure
UAL,"United Airlines Holdings, Inc.",80.99,$20.49B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ual
UBCP,"United Bancorp, Inc.",14.4778,$85.66M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubcp
UBOH,"United Bancshares, Inc.",23.4,$76.47M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/uboh
UBSI,"United Bankshares, Inc.",34.54,$3.51B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubsi
UCBI,"United Community Banks, Inc.",29.06,$2.3B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ucbi
UFCS,"United Fire Group, Inc",46.54,$1.16B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ufcs
UIHC,United Insurance Holdings Corp.,10.65,$460.45M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/uihc
UNFI,"United Natural Foods, Inc.",7.84,$419.5M,2019,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/unfi
UBFO,United Security Bancshares,9.97,$169.23M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubfo
USLM,"United States Lime & Minerals, Inc.",87.21,$489.49M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uslm
UTHR,United Therapeutics Corporation,103.99,$4.56B,1999,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/uthr
UG,"United-Guardian, Inc.",17.2,$79.02M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ug
UNIT,Uniti Group Inc.,8.75,$1.69B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/unit
UNTY,"Unity Bancorp, Inc.",21.67,$235.54M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/unty
UBX,"Unity Biotechnology, Inc.",6.27,$288.05M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ubx
OLED,Universal Display Corporation,181.44,$8.55B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/oled
UEIC,Universal Electronics Inc.,45.79,$637.77M,1993,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/ueic
UFPI,"Universal Forest Products, Inc.",51.39,$3.15B,1993,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/ufpi
ULH,"Universal Logistics Holdings, Inc.",18.7,$510.18M,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ulh
USAP,"Universal Stainless & Alloy Products, Inc.",13.36,$117.41M,1994,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/usap
UVSP,Univest Financial Corporation,25.87,$758.89M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/uvsp
UMRX,Unum Therapeutics Inc.,0.8199,$25.14M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/umrx
TTTN,UP Fintech China-U.S. Internet Titans ETF,31.8285,$9.68M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tttn
TIGR,UP Fintech Holding Limited,3.64,$510.63M,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tigr
UPLD,"Upland Software, Inc.",44.25,$1.12B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/upld
UPWK,Upwork Inc.,9.29,$1.04B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/upwk
UONE,"Urban One, Inc. ",1.9841,$91.31M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uone
UONEK,"Urban One, Inc. ",1.89,$86.98M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uonek
URBN,"Urban Outfitters, Inc.",28.22,$2.76B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/urbn
MYT,"Urban Tea, Inc.",0.5,$13.09M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/myt
URGN,UroGen Pharma Ltd.,28.03,$588.06M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urgn
UROV,Urovant Sciences Ltd.,11.1,$338.77M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urov
ECOL,"US Ecology, Inc.",51,$1.13B,n/a,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/ecol
ECOLW,"US Ecology, Inc.",8.8,n/a,n/a,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/ecolw
USAK,"USA Truck, Inc.",5.68,$48.58M,1992,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/usak
USIO,"Usio, Inc.",1.7258,$29.18M,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/usio
UTMD,"Utah Medical Products, Inc.",93.2,$346.87M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/utmd
UTSI,UTStarcom Holdings Corp,2.634,$93.81M,2000,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/utsi
UXIN,Uxin Limited,2.27,$666.38M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uxin
VCNX,"Vaccinex, Inc.",5.92,$96.68M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vcnx
VLRX,"Valeritas Holdings, Inc.",0.365,$3.04M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/vlrx
VALX,Validea Market Legends ETF,26.58,$21.26M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/valx
VLY,Valley National Bancorp,11.03,$4.45B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/vly
VLYPO,Valley National Bancorp,26.6981,$106.79M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/vlypo
VLYPP,Valley National Bancorp,29.4488,$135.46M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/vlypp
VALU,"Value Line, Inc.",31.47,$303.42M,1983,Finance,Investment Managers,https://old.nasdaq.com/symbol/valu
VNDA,Vanda Pharmaceuticals Inc.,12.95,$690.72M,2006,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vnda
BBH,VanEck Vectors Biotech ETF,142.4674,$362.79M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbh
ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,30.47,$1.96B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/angl
BJK,VanEck Vectors Gaming ETF,42.23,$25.34M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bjk
PPH,VanEck Vectors Pharmaceutical ETF,66.63,$162.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pph
RTH,VanEck Vectors Retail ETF,126.3416,$91.16M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rth
SMH,VanEck Vectors Semiconductor ETF,151.34,$1.92B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/smh
ESPO,VanEck Vectors Video Gaming and eSports ETF,41.12,$84.3M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/espo
VWOB,Vanguard Emerging Markets Government Bond ETF,82.53,$1.85B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vwob
VNQI,Vanguard Global ex-U.S. Real Estate ETF,58.85,$5.8B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vnqi
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,92.87,$28.54B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vcit
VGIT,Vanguard Intermediate-Term Treasury ETF,66.89,$4.68B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vgit
VIGI,Vanguard International Dividend Appreciation ETF,73.28,$1.71B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vigi
VYMI,Vanguard International High Dividend Yield ETF,62.66,$1.47B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vymi
VCLT,Vanguard Long-Term Corporate Bond ETF,104.81,$4.4B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vclt
VGLT,Vanguard Long-Treasury ETF,88.16,$1.79B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vglt
VMBS,Vanguard Mortgage-Backed Securities ETF,53.51,$11.72B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vmbs
VONE,Vanguard Russell 1000 ETF,154.79,$1.42B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vone
VONG,Vanguard Russell 1000 Growth ETF,195.77,$3.79B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vong
VONV,Vanguard Russell 1000 Value ETF,121.55,$2.31B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vonv
VTWO,Vanguard Russell 2000 ETF,135.33,$1.65B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtwo
VTWG,Vanguard Russell 2000 Growth ETF,163.35,$359.37M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtwg
VTWV,Vanguard Russell 2000 Value ETF,110.358,$289.69M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtwv
VTHR,Vanguard Russell 3000 ETF,153.59,$560.6M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vthr
VCSH,Vanguard Short-Term Corporate Bond ETF,81.49,$25.12B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vcsh
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.45,$7.47B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtip
VGSH,Vanguard Short-Term Treasury ETF,60.97,$6.16B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vgsh
BND,Vanguard Total Bond Market ETF,85.17,$52.02B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bnd
VTC,Vanguard Total Corporate Bond ETF,90.25,$381.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtc
BNDX,Vanguard Total International Bond ETF,57.55,$26.19B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bndx
VXUS,Vanguard Total International Stock ETF,55.41,$20.07B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vxus
BNDW,Vanguard Total World Bond ETF,79.92,$299.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bndw
VREX,Varex Imaging Corporation,25.97,$999.7M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vrex
VRNS,"Varonis Systems, Inc.",92.41,$2.83B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/vrns
VBLT,Vascular Biogenics Ltd.,1.43,$51.31M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vblt
VXRT,"Vaxart, Inc.",1.07,$51.06M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/vxrt
VBIV,"VBI Vaccines, Inc.",1.59,$101.89M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vbiv
VTIQ,VectoIQ Acquisition Corp.,10.37,$307.37M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/vtiq
VTIQU,VectoIQ Acquisition Corp.,11,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/vtiqu
VTIQW,VectoIQ Acquisition Corp.,0.74,$21.93M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/vtiqw
VECO,Veeco Instruments Inc.,16.37,$800.54M,1994,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/veco
VERO,Venus Concept Inc. ,7.6,$227.2M,2017,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/vero
VEON,VEON Ltd.,2.72,$4.76B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/veon
VRA,"Vera Bradley, Inc.",9.79,$329.36M,2010,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/vra
VCYT,"Veracyte, Inc.",26.16,$1.29B,2013,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/vcyt
VSTM,"Verastem, Inc.",2.01,$149.44M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vstm
VERB,"Verb Technology Company, Inc.",1.49,$35.05M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/verb
VERBW,"Verb Technology Company, Inc.",0.3999,n/a,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/verbw
VCEL,Vericel Corporation,18.85,$842.49M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/vcel
VERY,"Vericity, Inc.",12.52,$186.24M,2019,Finance,Life Insurance,https://old.nasdaq.com/symbol/very
VRNT,Verint Systems Inc.,59.31,$3.96B,2002,Technology,EDP Services,https://old.nasdaq.com/symbol/vrnt
VRSN,"VeriSign, Inc.",209.81,$24.49B,1998,Technology,EDP Services,https://old.nasdaq.com/symbol/vrsn
VRSK,"Verisk Analytics, Inc.",170.67,$27.97B,2009,Technology,EDP Services,https://old.nasdaq.com/symbol/vrsk
VBTX,"Veritex Holdings, Inc.",28.89,$1.48B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/vbtx
VERI,"Veritone, Inc.",2.86,$70.38M,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/veri
VRML,"Vermillion, Inc.",0.8501,$82.66M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/vrml
VRNA,Verona Pharma plc,6.9877,$92M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrna
VRRM,Verra Mobility Corporation,16.63,$2.69B,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/vrrm
VRCA,Verrica Pharmaceuticals Inc.,14.84,$382.5M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrca
VTNR,"Vertex Energy, Inc",1.27,$53.15M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/vtnr
VRTX,Vertex Pharmaceuticals Incorporated,240.09,$61.74B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrtx
